-8.5691976547,0.1281232834,2.6334171295
-12.9249773026,11.6276006699,-2.133102417
-4.6049585342,-1.6163569689,-3.0910916328
-12.3244524002,-13.9837865829,2.6586487293
-5.2661557198,13.1005115509,2.433765173
-4.2050747871,-1.6211565733,3.1170933247
0.4503531456,13.7151880264,-2.8660907745
-11.7036132813,6.0840978622,-1.3497618437
1.8885213137,-2.9589307308,-1.4993999004
-12.5785264969,1.0097097158,-1.3247563839
-3.7052252293,-1.6334053278,3.1170930862
-0.9263261557,13.4753293991,-3.1161985397
1.8366082907,13.9418087006,2.2000789642
-1.5235936642,-8.9057674408,1.0669772625
-6.5721964836,-9.8575153351,2.9834496975
-9.381155014,1.1352889538,2.2337634563
-10.7016496658,-11.7280740738,0.7504525185
-9.4257326126,-1.590935111,2.7419781685
-8.9409360886,-11.0607805252,1.7336004972
1.3163943291,-1.3352794647,2.1587569714
-1.2531870604,-8.6881856918,-1.5914075375
-11.4962234497,5.638692379,1.35841465
-5.5122284889,-13.6352348328,0.8337591887
-0.8482911587,-2.0469388962,1.3167495728
-1.0654252768,-4.737798214,-2.0830755234
-4.4008355141,-10.4008607864,0.0669775084
-7.9295368195,-1.3692749739,0.0919163078
-8.9358873367,13.5770492554,3.0587694645
-0.9263261557,13.4753293991,-3.1161909103
-11.4329833984,5.9319500923,1.35841465
-10.1484127045,11.9670095444,0.4086428583
-0.7441287637,-1.5579532385,1.3667492867
1.8671215773,-2.65969491,-1.4993999004
-8.7923183441,-10.563249588,0.1253099144
-11.6835889816,5.2896704674,-1.7497597933
-0.297044158,-3.8194527626,-2.3080751896
-3.0850601196,0.3172429204,1.1589323282
0.9405956268,14.2991924286,-3.0831053257
-0.9263261557,13.4753293991,-3.1162009239
-0.9263261557,13.4753293991,-3.1161994934
-14.3605775833,0.5296035409,2.0336489677
-1.1540235281,-6.0223097801,1.6753072739
-10.1873188019,3.3566887379,1.6920942068
-12.7698230743,7.8113627434,1.3003129959
-13.2612123489,-10.9034643173,0.1250805557
-10.2395830154,-9.7562685013,-2.9664001465
-10.2965707779,7.3542518616,1.5920937061
-5.0036149025,-12.7794723511,1.1170912981
1.9214410782,-4.1494855881,1.7170892954
-10.6704311371,4.583527565,-1.5577397346
2.0777728558,-11.5017623901,1.4087593555
1.3481644392,-10.7999544144,-1.4160684347
1.9313207865,-3.5574023724,-1.4993999004
-5.6118469238,0.1097121537,-2.6581044197
0.1916740388,-7.2235817909,1.9084178209
-11.2046461105,-13.3333816528,2.0004589558
-12.7246217728,-13.1414003372,1.7086472511
-1.3218523264,-5.5925912857,-1.6330742836
-10.0071582794,-11.1558361053,0.6671187878
1.9276280403,-5.1509590149,-1.7077330351
0.7216150165,13.4789772034,2.9753131866
1.6414107084,12.5269079208,1.7670921087
1.3269991875,-9.509771347,-1.7077330351
-1.281054616,-8.1891307831,-1.4997411966
1.4623948336,-1.597034812,2.0087556839
-3.3727419376,-12.6904764175,-0.533246696
-5.7529630661,-1.8650951385,3.1336426735
1.8194026947,-3.4569664001,1.7170892954
-7.8766918182,-12.9505605698,-1.7828739882
-4.9207606316,1.4923090935,0.5835803747
-0.36427176,-3.8934831619,-2.3080751896
0.827221632,13.7820158005,2.5670928955
-6.7730021477,12.8171405792,0.2667452693
-10.6782588959,5.1834840775,-1.5577397346
-0.9263261557,13.4753293991,-3.1162033081
-9.6427383423,-14.0392007828,-3.0745389462
-8.8222084045,-13.8545751572,-3.132727623
-4.5690360069,11.6041822433,1.6421005726
-0.9263261557,13.4753293991,-3.1161901951
-7.3484325409,12.4942684174,2.7167494297
-7.6402158737,13.4715662003,3.1004350185
-11.1800231934,7.1049809456,1.35841465
-0.001497684,1.5414705276,-0.4744036794
0.3531771004,-11.645116806,1.4500828981
-12.3618803024,-13.9802646637,-0.3830632269
-1.34147048,13.2353210449,-2.2831044197
-1.0391321182,0.7188585401,2.2667460442
-6.9182024002,-1.3424438238,2.5087623596
