-15.12455177,-13.44492054,-0.074609347
-12.55428505,-9.88161087,0.108702406
-18.43347168,3.530071259,-1.474622965
0.012982823,11.94706059,-1.324632764
-18.48307419,1.474112511,-1.657976031
-10.57347393,8.610262871,2.18353796
-18.56789398,4.923601151,-1.474622965
-6.959270477,-12.87715054,0.042061299
-17.78859329,8.413937569,-2.357953787
-9.711985588,2.319447041,2.25870657
0.049316619,-7.402263641,1.183708906
-18.42211151,2.17145443,-1.657976031
-9.869354248,6.179813862,1.517034411
-5.287336826,10.53695202,3.075225353
-9.577920914,10.82212162,3.075229168
-16.57087135,-3.761570454,-1.482951164
-8.200017929,1.494249463,2.416872025
-6.666928768,-10.08559608,-0.2079584
-18.19567871,4.761595726,-1.657976031
-5.860250473,-12.84754944,-0.091271423
-15.32032967,-9.916734695,-0.40796566
-7.470092773,0.846230447,2.725372076
-9.758749008,7.274200439,1.492034316
-14.03559303,-13.31719875,0.175391153
-9.752166748,7.47400856,1.592033982
-17.35454369,-6.787210941,-1.457972288
-10.26093388,6.886089325,1.475203872
-13.44896698,-9.979251862,0.108702406
0.209516749,-6.723246098,1.425373912
-7.864008427,-10.03103733,-0.016292825
-12.32440567,9.711121559,2.741872787
-7.163268089,12.31931973,0.433696419
-15.46303463,9.657922745,-2.807976723
-18.89424706,-9.043281555,-1.591282368
-6.359794617,-12.85191631,0.042061567
-11.05635262,-9.87081337,-0.024629578
-10.42318535,5.19384861,1.475203872
-11.68641281,9.423070908,2.716872692
0.412391871,-5.33800745,1.425373912
-0.817525744,-8.620054245,0.900375903
-10.05520248,-13.02483082,0.125393316
-4.489088535,10.48389816,3.075224638
-17.2551651,0.167583674,-1.132953048
-6.437327385,12.65551567,0.433696419
-0.413012207,12.88274574,-0.932967961
-17.03783226,-0.598812461,-1.391284823
-18.36985779,2.769179344,-1.657976031
-17.7503109,6.995629787,-1.991311193
-18.32631302,3.26728344,-1.657976031
-9.820475578,6.677379608,1.46703434
-4.894695282,13.36990166,0.433696419
-9.830832481,6.577916145,1.46703434
-7.378631592,0.805799901,2.725372076
-10.08743954,3.019841909,1.858705282
0.394717872,-4.346807957,1.833706498
-10.34160709,8.168743134,1.933538079
