9.8420487097,10.6503161066,7.5317768765,9.4687052614,6.6961574994,9.4708879042,7.9803720825,11.2872474881,9.8420487097,0.6666669846,-1.50856294567347E-006,0.0001146384
9.8420487099,10.6503137467,7.5317768766,9.4687029016,6.6961574996,9.4708916135,7.9803720827,11.2872495114,9.8420487099,0.6666669846,-1.50856294567347E-006,0.0001148381
9.84204871,10.6503127353,7.5317768767,9.4687029016,6.6961574997,9.4708912764,7.9803720828,11.2872498488,9.84204871,0.6666669846,-1.50856294567347E-006,0.0001149379
9.8420487101,10.6503107124,7.5317768768,9.4687008787,6.6961574997,9.4708932996,7.9803720829,11.2872515348,9.8420487101,0.6666669846,-1.50856294567347E-006,0.0001150377
9.8420487102,10.6503097009,7.5317768769,9.4687008787,6.6961574998,9.4708932996,7.980372083,11.2872515348,9.8420487102,0.6666669846,-1.50856294567347E-006,0.0001151376
9.8420487104,10.6503093639,7.531776877,9.468699193,6.6961574999,9.4708936369,7.9803720831,11.2872532208,9.8420487104,0.6666669846,-1.50856294567347E-006,0.0001152374
9.8420487105,10.6503083525,7.5317768771,9.4686978444,6.6961575,9.4708943115,7.9803720832,11.2872549068,9.8420487105,0.6666669846,-1.50856294567347E-006,0.0001153373
9.8420487106,10.6503070039,7.5317768772,9.4686971702,6.6961575,9.4708946487,7.9803720832,11.2872576044,9.8420487106,0.6666669846,-1.50856294567347E-006,0.0001154371
9.8420487107,10.6503056554,7.5317768773,9.4686971702,6.6961575001,9.4708959975,7.9803720834,11.2872572674,9.8420487107,0.6666669846,-1.50856294567347E-006,0.0001155369
9.8420487108,10.6503043068,7.5317768774,9.4686958217,6.6961575002,9.4708963347,7.9803720835,11.2872592905,9.8420487108,0.6666669846,-1.50856294567347E-006,0.0001156368
9.8420487109,10.6503032954,7.5317768774,9.468694136,6.6961575003,9.4708976836,7.9803720835,11.2872592907,9.8420487109,0.6666669846,-1.50856294567347E-006,0.0001157366
9.842048711,10.6503016097,7.5317768775,9.4686941361,6.6961575004,9.4709000439,7.9803720836,11.2872609767,9.842048711,0.6666669846,-1.50856294567347E-006,0.0001158365
9.8420487111,10.6503009354,7.5317768776,9.4686924503,6.6961575004,9.4708993697,7.9803720837,11.2872609767,9.8420487111,0.6666669846,-1.50856294567347E-006,0.0001159363
9.8420487113,10.650299924,7.5317768777,9.4686924504,6.6961575005,9.47090173,7.9803720838,11.2872633372,9.8420487113,0.6666669846,-1.50856294567347E-006,0.0001160361
9.8420487114,10.6502989126,7.5317768778,9.4686907646,6.6961575006,9.4709013929,7.9803720839,11.2872633373,9.8420487114,0.6666669846,-1.50856294567347E-006,0.000116136
9.8420487115,10.6502982383,7.5317768779,9.4686900904,6.6961575007,9.4709034161,7.980372084,11.2872650233,9.8420487115,0.6666669846,-1.50856294567347E-006,0.0001162358
9.8420487116,10.6502972269,7.531776878,9.4686884046,6.6961575007,9.4709037534,7.9803720841,11.2872650234,9.8420487116,0.6666669846,-1.50856294567347E-006,0.0001163357
9.8420487117,10.6502962155,7.531776878,9.4686884047,6.6961575008,9.4709054394,7.9803720842,11.2872667094,9.8420487117,0.6666669846,-1.50856294567347E-006,0.0001164355
9.8420487118,10.650294867,7.5317768781,9.468686719,6.6961575009,9.4709071253,7.9803720843,11.287269407,9.8420487118,0.6666669846,-1.50856294567347E-006,0.0001165354
9.8420487119,10.6502938556,7.5317768783,9.468686719,6.696157501,9.4709074626,7.9803720844,11.2872697443,9.8420487119,0.6666669846,-1.50856294567347E-006,0.0001166352
9.8420487121,10.6502928442,7.5317768783,9.4686853705,6.6961575011,9.4709084743,7.9803720845,11.2872714303,9.8420487121,0.6666669846,-1.50856294567347E-006,0.000116735
9.8420487122,10.65029217,7.5317768784,9.4686850334,6.6961575011,9.4709081372,7.9803720846,11.2872710932,9.8420487122,0.6666669846,-1.50856294567347E-006,0.0001168349
9.8420487123,10.6502911586,7.5317768785,9.4686833477,6.6961575012,9.4709104976,7.9803720847,11.2872727792,9.8420487123,0.6666669846,-1.50856294567347E-006,0.0001169347
9.8420487124,10.6502901472,7.5317768786,9.4686813247,6.6961575013,9.4709104976,7.9803720847,11.2872741281,9.8420487124,0.6666669846,-1.50856294567347E-006,0.0001170346
9.8420487126,10.6502884615,7.5317768788,9.468679639,6.6961575014,9.4709125209,7.980372085,11.2872761514,9.8420487126,0.6666669846,-1.50856294567347E-006,0.0001172342
9.8420487127,10.6502874501,7.5317768788,9.4686799763,6.6961575015,9.4709135325,7.980372085,11.2872758143,9.8420487127,0.6666669846,-1.50856294567347E-006,0.0001173341
